,amadeus_code,rates,lat,lon,location_cell,tripadvisor_amenities,tripadvisor_name
211,WWLGAE65,233.2972067039108,40.76751,-73.86622,20,"['Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Business Center with Internet Access', 'Shuttle Bus Service', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Hot Tub', 'Heated pool', 'Indoor pool']",LaGuardia Plaza Hotel - New York
212,WWNYCAME,298.1666666666667,40.76408,-73.98269,23,"['Bar/Lounge', 'Room Service', 'Free Internet', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",Ameritania Hotel
213,WYLGA087,184.41964285714263,40.73198,-73.86649,1,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Air Conditioning', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Restaurant']",Wyndham Garden Laguardia South
214,WYLGA998,182.80973451327444,40.7479,-73.79207,16,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Multilingual Staff', 'Conference Facilities', 'Room Service', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Restaurant']",Wyndham Garden Fresh Meadows Flushing
215,WYNYC542,286.9896132596683,40.75273,-73.99364,78,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Free Internet', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",The New Yorker A Wyndham Hotel
216,WYNYC998,247.15200000000004,40.74326,-73.99106,120,"['Free High Speed Internet ( WiFi )', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning']","Hotel Henri, A Wyndham Hotel"
217,XTNYC088,303.31765625,40.75639,-73.98434,103,"['Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Restaurant', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Restaurant']",Hotel Mela
218,XTNYC178,333.0,40.7823,-73.98071,17,"['Restaurant', 'Free Internet', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Tennis Court']",NYLO New York City
219,XTNYC335,313.439090909091,40.68886,-73.98893,95,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Business Center with Internet Access', 'Laundry Service', 'Dry Cleaning', 'Multilingual Staff', 'Babysitting', 'Air Conditioning', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",NU Hotel
220,XTNYC600,301.6882716049383,40.74875,-73.99163,55,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free Internet', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Banquet Room', 'Self-Serve Laundry', 'Business Center with Internet Access', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",Stewart Hotel
221,XTNYC720,440.575,40.76488,-73.98072,23,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",The Manhattan Club
222,XTNYC801,555.4615384615385,40.75858,-73.96805,119,"['Room Service', 'Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Breakfast included', 'Room Service', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge']",Hotel Elysee by Library Hotel Collection
223,XTNYCFRA,330.42857142857144,40.77969,-73.95453,28,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Laundry Service', 'Multilingual Staff']",The Franklin
224,XTNYCGIR,415.0882352941176,40.75858,-73.96805,119,"['Room Service', 'Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Breakfast included', 'Restaurant', 'Room Service', 'Children Activities (Kid / Family Friendly)', 'Breakfast included', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Meeting Rooms', 'Business Center with Internet Access', 'Air Conditioning', 'Bar/Lounge', 'Restaurant']",Hotel Giraffe by Library Hotel Collection
225,XTNYCHGO,320.5,40.72643,-74.00896,77,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Business Center with Internet Access', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",Hotel Hugo
226,YHNYCCOU,282.05,40.76167,-73.98477,52,"['Restaurant', 'Bar/Lounge', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Bar/Lounge']",Amsterdam Court Hotel
227,YONYC73E,312.7638888888889,40.7558,-73.9923,15,"['Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",Candlewood Suites New York City Times Square
228,YXJFK102,376.6521739130435,40.74042,-74.00333,34,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Concierge', 'Multilingual Staff', 'Air Conditioning']",Chelsea Pines Inn
229,YXJFKBMI,141.0,40.68178,-74.00648,29,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Business Center with Internet Access', 'Air Conditioning']",Brooklyn Motor Inn
230,YXLGA107,180.42857142857142,40.81535,-73.91596,26,"['Breakfast included', 'Breakfast included', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Microwave', 'Refrigerator in room']",Opera House Hotel
231,YXLGA432,167.90000000000012,40.76355,-73.83101,100,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Bar/Lounge', 'Business Center with Internet Access', 'Shuttle Bus Service', 'Airport Transportation', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Room Service', 'Dry Cleaning', 'Self-Serve Laundry', 'Conference Facilities', 'Air Conditioning', 'Microwave', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",Marco LaGuardia Hotel by Lexington
232,YXLGA796,332.4899999999999,40.754,-73.94925,76,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Free Parking', 'Shuttle Bus Service', 'Room Service', 'Free Parking', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",Ravel Hotel
233,YXLGAAHL,129.0,40.76135,-73.83237,11,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Air Conditioning']",Asiatic Hotel - Flushing
234,YXNYC020,140.0,40.65665,-73.88932,44,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Air Conditioning']",Galaxy Motel
235,YXNYC068,175.04,40.74469,-73.98161,92,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",Hotel 31
236,YXNYC084,230.65227272727267,40.76053,-73.98639,52,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Bar/Lounge']",The Gallivant Times Square
237,YXNYC222,500.096031746032,40.77935,-73.97736,129,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",Hotel Beacon
238,YXNYC303,186.85714285714286,40.74976,-73.99539,107,"['Free High Speed Internet ( WiFi )', 'Air Conditioning']",Midtown West Hotel
239,YXNYC329,274.05263157894734,40.74331,-73.99003,120,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Laundry Service', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room']",Heritage Hotel New York City
240,YXNYC467,373.5,40.73605,-73.99598,111,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",Walker Hotel Greenwich Village
241,YXNYC506,399.6,40.78289,-73.94754,80,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Babysitting', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",The Marmara Manhattan
242,YXNYC575,564.0773333333333,40.74597,-74.0049,98,"['Free High Speed Internet ( WiFi )', 'Bar/Lounge', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Meeting Rooms', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Bar/Lounge']",The High Line Hotel
243,YXNYC633,324.0,40.71541,-73.99948,117,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Multilingual Staff', 'Banquet Room', 'Air Conditioning', 'Refrigerator in room']",Hotel Mulberry
244,YXNYCAHN,517.3257142857144,40.74584,-73.98811,90,"['Restaurant', 'Room Service', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",Ace Hotel New York
245,YXNYCBGR,296.14285714285717,40.75298,-73.97461,45,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Meeting Rooms', 'Laundry Service', 'Room Service', 'Dry Cleaning', 'Business Center with Internet Access', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",Hotel Boutique At Grand Central
246,YXNYCFIT,328.3,40.75242,-73.97448,45,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Bar/Lounge']",Fitzpatrick Grand Central Hotel
247,YXNYCFMH,437.3939393939394,40.76057,-73.96948,94,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Bar/Lounge']",Fitzpatrick Manhattan Hotel
248,YXNYCH06,284.0,40.71954,-73.99457,66,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Breakfast Available', 'Dry Cleaning', 'Air Conditioning', 'Bar/Lounge']",Sohotel
249,YXNYCHSE,246.88235294117646,40.74996,-73.97663,128,"['Free High Speed Internet ( WiFi )', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room']",Seton Hotel
250,YXNYCJNY,384.0,40.75979,-73.97763,88,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Concierge', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",The Jewel facing Rockefeller Center
251,YXNYCNHP,342.4109589041096,40.74969,-73.99055,104,"['Bar/Lounge', 'Business Center with Internet Access', 'Meeting Rooms', 'Concierge', 'Conference Facilities', 'Air Conditioning', 'Bar/Lounge']",Hotel Pennsylvania New York
252,YXNYCPSH,377.69565217391306,40.74278,-73.9829,92,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Meeting Rooms', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",Park South Hotel
253,YXNYCROG,414.69580756013727,40.7458,-73.98433,7,"['Room Service', 'Restaurant', 'Bar/Lounge', 'Free Internet', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Meeting Rooms', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",The Roger
254,YXNYCSLE,157.70000000000002,40.75191,-73.98487,61,"['Air Conditioning', 'Refrigerator in room']",Americana Inn
255,YXNYCTFH,266.2972222222222,40.74377,-73.98882,90,"['Bar/Lounge', 'Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Children Activities (Kid / Family Friendly)', 'Business Center with Internet Access', 'Breakfast Available', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Bar/Lounge', 'Restaurant']",Flatiron Hotel
256,YXNYCTOB,240.7722222222223,40.7635,-73.82844,100,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Spa', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Bar/Lounge', 'Spa']",The One Boutique Hotel
257,YXNYCTPH,198.50954545454545,40.76113,-73.83524,124,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Multilingual Staff', 'Breakfast Available', 'Dry Cleaning', 'Laundry Service', 'Air Conditioning', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",The Parc Hotel
258,YXNYCTWH,440.23809523809524,40.72161,-73.95883,18,"['Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Restaurant', 'Laundry Service', 'Room Service', 'Dry Cleaning', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Bar/Lounge', 'Restaurant']",The Williamsburg Hotel
259,YXNYCWAS,292.88235294117646,40.73252,-73.99867,56,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Bar/Lounge', 'Breakfast included', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Restaurant', 'Bar/Lounge']",Washington Square Hotel
260,YXNYCWCH,272.0,40.70989,-74.0138,10,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Dry Cleaning', 'Concierge', 'Self-Serve Laundry', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",World Center Hotel
261,YXNYCWEL,797.9936507936502,40.76456,-73.98038,23,"['Room Service', 'Restaurant', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Multilingual Staff', 'Concierge', 'Breakfast Available', 'Restaurant']",Wellington Hotel
262,YXNYCWIL,368.57142857142856,40.7209,-73.95543,113,"['Free High Speed Internet ( WiFi )', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Restaurant', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Breakfast Available', 'Room Service', 'Air Conditioning', 'Refrigerator in room', 'Minibar', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Heated pool', 'Outdoor pool', 'Restaurant']",McCarren Hotel & Pool
263,YXNYCWVH,673.68417721519,40.72229,-73.95668,113,"['Pool', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Pool', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Outdoor pool']",The William Vale
264,YZNYC930,335.38531250000005,40.75643,-73.99187,15,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Breakfast included', 'Business Center with Internet Access', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Conference Facilities', 'Microwave', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",Staybridge Suites Times Square - New York City
